SerialNumber,Test Pass/Fail Status,errCode,errStr,TesterID,config,StartTime,EndTime,TestTime,INIT::TSTR_SW,INIT::LIGHT_SOURCE,INIT::SPECTROMETER,INIT::CG_SN,UNIF::INT_AVG,UNIF::INT_PCT_MAX,UNIF::INT_PCT_MIN,UNIF::INT_DRK_PXL_CNT_PCT,UNIF::INT_HOT_PXL_CNT_PCT,UNIF::EXT_PCT_MAX,UNIF::EXT_PCT_MIN,UNIF::LF_INT_PCT_MAX,UNIF::LF_INT_PCT_MIN,UNIF::LF_INT_DRK_PXL_CNT_PCT,UNIF::LF_INT_HOT_PXL_CNT_PCT,UNIF::LF_EXT_PCT_MAX,UNIF::LF_EXT_PCT_MIN,UNIF::HF_INT_PCT_MAX,UNIF::HF_INT_PCT_MIN,UNIF::HF_INT_DRK_PXL_CNT_PCT,UNIF::HF_INT_HOT_PXL_CNT_PCT,UNIF::HF_EXT_PCT_MAX,UNIF::HF_EXT_PCT_MIN,T::TP1_XPOS,T::TP1_YPOS,T::TP1_APOS,T::TP1_T_PCT_400,T::TP1_T_PCT_410,T::TP1_T_PCT_420,T::TP1_T_PCT_450,T::TP1_T_PCT_500,T::TP1_T_PCT_550,T::TP1_T_PCT_600,T::TP1_T_PCT_650,T::TP1_T_PCT_700,T::TP1_T_PCT_750,T::TP1_T_PCT_800,T::TP1_T_PCT_850,T::TP1_T_PCT_900,T::TP1_T_PCT_950,T::TP1_T_PCT_1000,T::TP1_T_PCT_1050,T::TP1_T_PCT_1100,T::TP1_TILT_400,T::TP1_TILT_450,T::TP1_TILT_500,T::TP1_TILT_550,T::TP1_TILT_600,T::TP1_TILT_650,T::TP1_TILT_700,T::TP1_TILT_750,T::TP1_TILT_800,T::TP1_TILT_850,T::TP1_TILT_900,T::TP1_TILT_950,T::TP1_TILT_1000,T::TP1_TILT_1050,T::TP1_TILT_1100,T::TP2_XPOS,T::TP2_YPOS,T::TP2_APOS,T::TP2_T_PCT_400,T::TP2_T_PCT_410,T::TP2_T_PCT_420,T::TP2_T_PCT_450,T::TP2_T_PCT_500,T::TP2_T_PCT_550,T::TP2_T_PCT_600,T::TP2_T_PCT_650,T::TP2_T_PCT_700,T::TP2_T_PCT_750,T::TP2_T_PCT_800,T::TP2_T_PCT_850,T::TP2_T_PCT_900,T::TP2_T_PCT_950,T::TP2_T_PCT_1000,T::TP2_T_PCT_1050,T::TP2_T_PCT_1100,T::TP2_TILT_400,T::TP2_TILT_450,T::TP2_TILT_500,T::TP2_TILT_550,T::TP2_TILT_600,T::TP2_TILT_650,T::TP2_TILT_700,T::TP2_TILT_750,T::TP2_TILT_800,T::TP2_TILT_850,T::TP2_TILT_900,T::TP2_TILT_950,T::TP2_TILT_1000,T::TP2_TILT_1050,T::TP2_TILT_1100,T::TP3_XPOS,T::TP3_YPOS,T::TP3_APOS,T::TP3_T_PCT_410,T::TP3_T_PCT_420,T::TP3_T_PCT_400,T::TP3_T_PCT_450,T::TP3_T_PCT_500,T::TP3_T_PCT_550,T::TP3_T_PCT_600,T::TP3_T_PCT_650,T::TP3_T_PCT_700,T::TP3_T_PCT_750,T::TP3_T_PCT_800,T::TP3_T_PCT_850,T::TP3_T_PCT_900,T::TP3_T_PCT_950,T::TP3_T_PCT_1000,T::TP3_T_PCT_1050,T::TP3_T_PCT_1100,T::TP3_TILT_400,T::TP3_TILT_450,T::TP3_TILT_500,T::TP3_TILT_550,T::TP3_TILT_600,T::TP3_TILT_650,T::TP3_TILT_700,T::TP3_TILT_750,T::TP3_TILT_800,T::TP3_TILT_850,T::TP3_TILT_900,T::TP3_TILT_950,T::TP3_TILT_1000,T::TP3_TILT_1050,T::TP3_TILT_1100,T::TP4_XPOS,T::TP4_YPOS,T::TP4_APOS,T::TP4_T_PCT_410,T::TP4_T_PCT_420,T::TP4_T_PCT_400,T::TP4_T_PCT_450,T::TP4_T_PCT_500,T::TP4_T_PCT_550,T::TP4_T_PCT_600,T::TP4_T_PCT_650,T::TP4_T_PCT_700,T::TP4_T_PCT_750,T::TP4_T_PCT_800,T::TP4_T_PCT_850,T::TP4_T_PCT_900,T::TP4_T_PCT_950,T::TP4_T_PCT_1000,T::TP4_T_PCT_1050,T::TP4_T_PCT_1100,T::TP4_TILT_400,T::TP4_TILT_450,T::TP4_TILT_500,T::TP4_TILT_550,T::TP4_TILT_600,T::TP4_TILT_650,T::TP4_TILT_700,T::TP4_TILT_750,T::TP4_TILT_800,T::TP4_TILT_850,T::TP4_TILT_900,T::TP4_TILT_950,T::TP4_TILT_1000,T::TP4_TILT_1050,T::TP4_TILT_1100,T::TP5_XPOS,T::TP5_YPOS,T::TP5_APOS,T::TP5_T_PCT_410,T::TP5_T_PCT_420,T::TP5_T_PCT_400,T::TP5_T_PCT_450,T::TP5_T_PCT_500,T::TP5_T_PCT_550,T::TP5_T_PCT_600,T::TP5_T_PCT_650,T::TP5_T_PCT_700,T::TP5_T_PCT_750,T::TP5_T_PCT_800,T::TP5_T_PCT_850,T::TP5_T_PCT_900,T::TP5_T_PCT_950,T::TP5_T_PCT_1000,T::TP5_T_PCT_1050,T::TP5_T_PCT_1100,T::TP5_TILT_400,T::TP5_TILT_450,T::TP5_TILT_500,T::TP5_TILT_550,T::TP5_TILT_600,T::TP5_TILT_650,T::TP5_TILT_700,T::TP5_TILT_750,T::TP5_TILT_800,T::TP5_TILT_850,T::TP5_TILT_900,T::TP5_TILT_950,T::TP5_TILT_1000,T::TP5_TILT_1050,T::TP5_TILT_1100,T::T_PCT_STDEV_400,T::T_PCT_STDEV_450,T::T_PCT_STDEV_500,T::T_PCT_STDEV_550,T::T_PCT_STDEV_600,T::T_PCT_STDEV_650,T::T_PCT_STDEV_700,T::T_PCT_STDEV_750,T::T_PCT_STDEV_800,T::T_PCT_STDEV_850,T::T_PCT_STDEV_900,T::T_PCT_STDEV_950,T::T_PCT_STDEV_1000,T::T_PCT_STDEV_1050,T::T_PCT_STDEV_1100,POST::FDR_POST_RESULT,POST::FDR_POST_TIME,POST::FDR_CONFIRM_RESULT,POST::FDR_CONFIRM_TIME
20363270571HL9501,PASS,0,,Machine04A_golden,,10/8/2016 18:18,10/8/2016 18:19,7.22,Version 16.8.10.12,LS,CAS140,20363270571HL9502112651136790158079699795743,193.248927,31.436694,-53.427943,23.667883,25.441879,31.436694,-93.272925,29.366825,-35.834055,23.559336,22.321589,20.569881,-75.679037,13.971617,-51.74673,1.006075,0.523289,13.971617,-51.74673,1216.541504,971.094177,-0.006107,1.706108,1.840549,1.984333,2.383987,3.154961,3.991728,4.514739,5.358485,6.407914,8.903123,11.536634,13.408347,15.775296,18.000689,19.783138,21.248255,22.333447,42.7411,59.723186,79.037483,100,113.102379,134.239746,160.529846,223.039337,289.01358,335.903351,395.199738,450.949799,495.603424,532.307251,559.493286,1216.541504,971.094177,-0.006107,1.62099,1.759955,1.909094,2.306032,3.048591,3.868634,4.399696,5.217158,6.237437,8.696057,11.355504,13.220399,15.536626,17.739052,19.51989,20.92618,21.979843,41.900822,59.608429,78.802773,100,113.727379,134.85788,161.230972,224.78363,293.527466,341.732941,401.604889,458.535248,504.567963,540.919006,568.15509,1216.541504,971.094177,-0.006107,1.636657,1.779939,1.497014,2.149739,2.846631,3.628073,4.124761,4.903796,5.891893,8.246531,10.838993,12.708309,14.929699,17.052092,18.826292,20.241926,21.075134,41.261959,59.252911,78.461227,100,113.690117,135.162537,162.397308,227.297806,298.753418,350.2771,411.504883,470.004089,518.906067,557.924988,580.890564,1216.541504,971.094177,-0.006107,1.623733,1.769583,1.482336,2.122179,2.80532,3.577498,4.043579,4.837519,5.802691,8.123446,10.673686,12.50241,14.765975,16.892992,18.657526,20.068867,21.001385,41.43499,59.320194,78.415695,100,113.028122,135.220718,162.199692,227.070587,298.35614,349.473541,412.74585,472.201263,521.524353,560.974854,587.041077,1216.541504,971.094177,-0.006107,1.606241,1.732875,1.495735,2.098356,2.769546,3.53404,4.006414,4.777103,5.724455,8.051216,10.552648,12.359263,14.624537,16.765392,18.494215,19.851587,20.855362,42.323666,59.375538,78.367691,100,113.366386,135.173981,161.980469,227.819016,298.600067,349.72049,413.819183,474.397278,523.316406,561.724976,590.127991,0.098989,0.125778,0.167919,0.199541,0.226358,0.254577,0.295162,0.374961,0.432009,0.45556,0.502448,0.546844,0.563709,0.593529,0.66268,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270502HL950M,PASS,0,,Machine04A_golden,,10/8/2016 18:19,10/8/2016 18:19,7.189,Version 16.8.10.12,LS,CAS140,20363270502HL9502112651134764154081693776743,195.169316,30.143409,-46.200559,21.417578,21.861481,30.143409,-92.314366,29.631033,-30.316915,21.950588,20.604294,20.408272,-75.40597,13.834142,-33.304416,0.495747,0.400162,13.834142,-51.237562,1391.784302,984.489258,0.002036,1.630935,1.746858,1.876917,2.278176,3.044867,3.888499,4.404529,5.278038,6.328888,8.824982,11.492275,13.365644,15.713403,17.954149,19.704731,21.189737,21.989136,41.942532,58.58754,78.304436,100,113.270676,135.734589,162.759171,226.950867,295.545288,343.722473,404.099457,461.724426,506.743896,544.933594,565.491638,1391.784302,984.489258,0.002036,1.585004,1.728828,1.878366,2.279616,3.044653,3.898135,4.414064,5.273613,6.348065,8.847766,11.505299,13.41823,15.707301,18.001949,19.74299,21.234207,22.214478,40.660587,58.479671,78.105377,100,113.235283,135.285538,162.848801,226.97435,295.148834,344.221802,402.944031,461.809296,506.472778,544.727356,569.874512,1391.784302,984.489258,0.002036,1.633351,1.777222,1.500963,2.157246,2.877852,3.664942,4.162916,4.986745,6.011188,8.430433,11.06463,12.890716,15.154829,17.344429,19.136337,20.496595,21.389423,40.954613,58.861671,78.523827,100,113.587502,136.066147,164.018661,230.029129,301.904663,351.730438,413.508026,473.252502,522.145752,559.261108,583.622437,1391.784302,984.489258,0.002036,1.721553,1.854315,1.60386,2.244964,2.982721,3.810335,4.301342,5.154637,6.187076,8.611522,11.265086,13.136924,15.472852,17.620481,19.452509,20.838236,21.752432,42.09235,58.917763,78.279755,100,112.886192,135.280411,162.37616,226.004318,295.645538,344.770813,406.075867,462.439148,510.519653,546.887207,570.879761,1391.784302,984.489258,0.002036,1.587565,1.714062,1.470103,2.077523,2.786157,3.58634,4.042447,4.872623,5.868458,8.248369,10.809514,12.645214,14.927526,17.109404,18.87044,20.279303,21.015987,40.991741,57.928787,77.688049,100,112.717888,135.866196,163.633652,229.99408,301.40799,352.593872,416.23288,477.071472,526.175476,565.459656,586.001038,0.069157,0.088061,0.112962,0.138614,0.160437,0.179227,0.206841,0.257032,0.295774,0.325367,0.346838,0.385104,0.374661,0.419757,0.47737,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270570HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:19,10/8/2016 18:19,7.115,Version 16.8.10.12,LS,CAS140,20363270570HL9502112651140783160080716802743,195.722139,29.775815,-54.016444,23.008507,22.859457,29.775815,-91.825146,28.753958,-30.002809,22.295666,22.140139,21.60096,-71.898938,13.795067,-47.516342,0.463345,0.944512,13.795067,-51.09284,1439.989746,978.122437,0.004476,1.459456,1.61523,1.770079,2.152241,2.87254,3.672517,4.163811,5.004714,6.011,8.438174,11.038552,12.868969,15.185851,17.336117,19.098938,20.493061,21.307999,39.739944,58.603973,78.217178,100,113.377571,136.27475,163.675186,229.765411,300.571838,350.41275,413.499786,472.049957,520.050354,558.011292,580.201416,1439.989746,978.122437,0.004476,1.499624,1.634605,1.779583,2.150485,2.87288,3.664995,4.162839,4.982896,5.98655,8.394567,10.996242,12.809902,15.089594,17.314394,19.0126,20.453579,21.142439,40.917484,58.676331,78.387001,100,113.58374,135.959137,163.343994,229.04715,300.034271,349.520264,411.722046,472.426086,518.761902,558.079224,576.874939,1439.989746,978.122437,0.004476,1.603942,1.73135,1.481822,2.096682,2.802241,3.572507,4.043755,4.852455,5.829223,8.199841,10.788811,12.570228,14.80885,16.9774,18.704449,20.108583,20.714991,41.478474,58.689373,78.439056,100,113.190933,135.827698,163.168945,229.52623,301.995483,351.860107,414.522614,475.223633,523.566406,562.8703,579.844543,1439.989746,978.122437,0.004476,1.652665,1.78186,1.533456,2.152993,2.86258,3.634929,4.129307,4.946678,5.932881,8.314074,10.909707,12.74947,15.020597,17.109552,18.908821,20.300817,20.936211,42.186691,59.230679,78.752037,100,113.600777,136.087341,163.218643,228.727264,300.135376,350.74884,413.229462,470.698456,520.197876,558.492859,575.973083,1439.989746,978.122437,0.004476,1.49015,1.642429,1.334301,1.99286,2.64556,3.379094,3.851869,4.606877,5.555745,7.857548,10.359676,12.099407,14.346372,16.474316,18.164555,19.626511,20.433212,39.486942,58.976154,78.292007,100,113.991188,136.334702,164.415237,232.534195,306.581512,358.06665,424.562683,487.53653,537.557007,580.821777,604.695007,0.076203,0.069221,0.097113,0.121557,0.131536,0.162737,0.185471,0.232664,0.27374,0.31157,0.334117,0.350608,0.373121,0.352682,0.345842,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270571HL9501,PASS,0,,Machine04A_golden,,10/8/2016 18:19,10/8/2016 18:19,7.079,Version 16.8.10.12,LS,CAS140,20363270571HL9502112651136790158079699795743,191.121814,32.899534,-52.386388,25.722155,27.622519,32.899534,-92.674829,30.806628,-40.352178,25.628189,25.171324,22.435003,-72.268995,14.127116,-52.322651,0.938032,0.498987,14.127116,-52.322651,1125.410645,958.871887,-0.013026,1.672282,1.82041,1.970051,2.382625,3.149902,3.97834,4.486456,5.344001,6.390561,8.889771,11.529168,13.38781,15.754467,17.948107,19.776554,21.207413,22.069717,42.034664,59.889919,79.176292,100,112.772072,134.327393,160.63385,223.454254,289.798462,336.517487,396.006042,451.145599,497.105652,533.071899,554.746887,1125.410645,958.871887,-0.013026,1.669528,1.798865,1.939051,2.33472,3.096261,3.913648,4.414793,5.258735,6.28589,8.773716,11.428934,13.304532,15.60266,17.8118,19.623211,21.009272,21.911764,42.659142,59.655846,79.114449,100,112.805069,134.369141,160.614609,224.182587,292.027649,339.95224,398.673096,455.120178,501.404633,536.82074,559.880859,1125.410645,958.871887,-0.013026,1.617292,1.757278,1.488067,2.130724,2.821923,3.59531,4.064063,4.846495,5.845928,8.183772,10.785639,12.613671,14.852138,16.970501,18.776691,20.153677,21.141289,41.389103,59.263969,78.488991,100,113.037888,134.800461,162.598694,227.623505,299.991882,350.836792,413.097473,472.01767,522.255066,560.554565,588.023987,1125.410645,958.871887,-0.013026,1.600626,1.753151,1.454592,2.114877,2.813106,3.561532,4.024169,4.818308,5.78802,8.122337,10.653179,12.46227,14.738694,16.873541,18.632566,19.999868,20.748892,40.841755,59.381096,78.985832,100,112.989845,135.287521,162.514908,228.057404,299.117889,349.913177,413.8302,473.772003,523.16156,561.552368,582.583313,1125.410645,958.871887,-0.013026,1.604287,1.728442,1.486335,2.085876,2.765765,3.517333,3.965156,4.747334,5.699987,8.042004,10.539345,12.333575,14.574982,16.732428,18.447561,19.828075,20.777988,42.257439,59.302776,78.632454,100,112.731888,134.969711,162.05426,228.639267,299.640259,350.651367,414.375977,475.713531,524.47583,563.724731,590.731384,0.107407,0.137926,0.179106,0.21549,0.241003,0.276429,0.313421,0.397343,0.458702,0.491002,0.535843,0.567715,0.605872,0.625128,0.625229,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270502HL950M,PASS,0,,Machine04A_golden,,10/8/2016 18:19,10/8/2016 18:19,7.071,Version 16.8.10.12,LS,CAS140,20363270502HL9502112651134764154081693776743,193.658971,31.158396,-43.19912,24.147429,22.883759,31.158396,-91.738054,30.642024,-33.388059,24.487648,21.749697,20.830963,-73.148675,13.942034,-35.113271,0.484407,0.477926,13.942034,-51.637164,1252.531006,975.396179,-0.003267,1.5288,1.700027,1.866455,2.267015,3.030944,3.861158,4.381855,5.251559,6.301238,8.776845,11.439253,13.316401,15.659311,17.897692,19.660328,21.13932,22.104956,39.594349,58.713341,78.498337,100,113.485512,136.009949,163.195557,227.311234,296.264832,344.881042,405.560028,463.531738,509.18222,547.486572,572.495544,1252.531006,975.396179,-0.003267,1.572647,1.726545,1.883834,2.291028,3.059496,3.908308,4.44205,5.280428,6.357874,8.866226,11.553315,13.420779,15.723356,18.005539,19.761383,21.207567,22.029718,40.23856,58.619438,78.281868,100,113.656616,135.107773,162.675873,226.855881,295.609131,343.391052,402.305969,460.699097,505.625,542.627808,563.663818,1252.531006,975.396179,-0.003267,1.611779,1.749706,1.474857,2.124273,2.848613,3.644265,4.129705,4.950003,5.977479,8.366261,10.996386,12.83215,15.080156,17.239157,19.001905,20.448679,21.259811,40.470619,58.29084,78.167,100,113.320663,135.829926,164.024261,229.573349,301.744934,352.118988,413.805145,473.04892,521.419373,561.119385,583.377197,1252.531006,975.396179,-0.003267,1.661737,1.80775,1.519529,2.188024,2.920823,3.718276,4.222716,5.054113,6.073031,8.47001,11.101028,12.961237,15.297453,17.451206,19.277859,20.657381,21.529377,40.866489,58.845108,78.553146,100,113.566498,135.926254,163.329208,227.794006,298.553101,348.581879,411.412537,469.335938,518.46228,555.563416,579.015015,1252.531006,975.396179,-0.003267,1.563225,1.690219,1.445082,2.049779,2.751098,3.521992,4.019791,4.797277,5.794251,8.142329,10.694121,12.542618,14.791417,16.986412,18.700819,20.112766,20.987726,41.030262,58.199425,78.112,100,114.13401,136.209213,164.516312,231.185364,303.638458,356.122864,419.973083,482.295593,530.972839,571.062256,595.905029,0.049502,0.099932,0.127836,0.157915,0.174571,0.203849,0.232494,0.297707,0.346381,0.358806,0.392044,0.432042,0.444176,0.463569,0.483133,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270570HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:20,10/8/2016 18:20,7.092,Version 16.8.10.12,LS,CAS140,20363270570HL9502112651140783160080716802743,194.331486,30.704501,-50.085289,23.883352,24.183071,30.704501,-91.766646,30.189917,-33.61858,23.794249,23.666262,23.500316,-69.639506,13.893786,-47.341788,0.460105,0.994735,13.893786,-51.458465,1283.829224,968.488464,-0.001451,1.491452,1.621284,1.76214,2.142157,2.859253,3.668062,4.152287,4.977109,5.981489,8.403529,10.981615,12.822151,15.111737,17.2703,19.023336,20.467815,21.333838,40.660496,58.40023,77.949974,100,113.201118,135.687698,163.069473,229.099991,299.384674,349.562012,411.981537,470.82901,518.620911,558.000793,581.610596,1283.829224,968.488464,-0.001451,1.444346,1.595342,1.753786,2.126302,2.828525,3.626411,4.119869,4.923952,5.927765,8.326511,10.923067,12.75758,14.973556,17.173355,18.926258,20.329924,21.284334,39.828518,58.633774,77.99791,100,113.607323,135.780304,163.460892,229.607468,301.20871,351.796265,412.902832,473.563324,521.900452,560.607178,586.925537,1283.829224,968.488464,-0.001451,1.573669,1.706677,1.450943,2.074257,2.753536,3.534244,4.003264,4.798,5.794024,8.151285,10.715777,12.526628,14.752975,16.887957,18.641096,20.070423,20.772745,41.053825,58.69025,77.910179,100,113.270721,135.757462,163.939545,230.637283,303.198547,354.435852,417.429413,477.83786,527.4422,567.88446,587.756348,1283.829224,968.488464,-0.001451,1.612308,1.772572,1.459309,2.143779,2.843138,3.637068,4.116857,4.917695,5.912017,8.292954,10.8648,12.710854,14.998599,17.104752,18.887327,20.274956,21.113222,40.123222,58.942516,78.171173,100,113.191643,135.210449,162.548996,228.012115,298.724182,349.480835,412.381653,470.289612,519.300964,557.453369,580.501221,1283.829224,968.488464,-0.001451,1.496549,1.623769,1.380937,1.970295,2.617918,3.358449,3.816459,4.567184,5.503691,7.794371,10.257417,12.035137,14.242835,16.388813,18.039101,19.497375,20.326769,41.118309,58.666821,77.950218,100,113.637558,135.990891,163.876007,232.082489,305.421295,358.354065,424.089722,487.98761,537.126038,580.547119,605.242798,0.040316,0.073311,0.099489,0.125694,0.138021,0.164335,0.191581,0.241237,0.291794,0.318812,0.34573,0.351453,0.397187,0.38041,0.419607,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270571HL9501,PASS,0,,Machine04A_golden,,10/8/2016 18:20,10/8/2016 18:20,7.069,Version 16.8.10.12,LS,CAS140,20363270571HL9502112651136790158079699795743,193.005606,31.602395,-54.405469,23.653301,25.138924,31.602395,-93.264444,29.011797,-36.271281,23.63386,22.078573,20.203763,-75.130256,13.989231,-51.811967,1.006075,0.502228,13.989231,-51.811967,1217.140503,970.451599,-0.006052,1.637008,1.809051,1.980722,2.389635,3.141873,3.989686,4.504874,5.357495,6.406621,8.891361,11.550594,13.394228,15.780739,17.986818,19.75375,21.254185,22.200977,41.031013,59.895313,78.749878,100,112.913002,134.28363,160.57959,222.858688,289.511383,335.721375,395.538391,450.832947,495.120422,532.728271,556.45929,1217.140503,970.451599,-0.006052,1.589936,1.747573,1.910662,2.302094,3.052346,3.863221,4.359644,5.211047,6.233851,8.700325,11.363669,13.211817,15.525106,17.719221,19.53821,20.944696,21.884703,41.155724,59.590023,79.010399,100,112.849983,134.888657,161.36409,225.209091,294.150146,341.989685,401.869476,458.664459,505.749237,542.156311,566.488525,1217.140503,970.451599,-0.006052,1.620779,1.781278,1.452388,2.152257,2.841512,3.622918,4.095442,4.899576,5.884991,8.236464,10.831503,12.694635,14.928764,17.064566,18.833776,20.290472,21.135603,40.088913,59.406723,78.431602,100,113.042625,135.238388,162.437881,227.343369,298.971802,350.398102,412.064636,471.017181,519.851074,560.058838,583.386169,1217.140503,970.451599,-0.006052,1.61611,1.761359,1.473446,2.125457,2.813559,3.573175,4.024579,4.83635,5.7911,8.126141,10.668706,12.505873,14.762008,16.897703,18.662085,20.075401,20.994898,41.236336,59.483696,78.741142,100,112.633133,135.351624,162.071533,227.420715,298.577728,349.993286,413.134186,472.904388,522.282959,561.836487,587.569824,1217.140503,970.451599,-0.006052,1.59363,1.748486,1.444321,2.101326,2.764106,3.531834,3.99659,4.762502,5.717957,8.040931,10.558008,12.353974,14.617693,16.740385,18.497198,19.881655,20.533825,40.894352,59.496731,78.262627,100,113.15905,134.845001,161.897659,227.67012,298.938416,349.789215,413.883911,473.985626,523.727844,562.927246,581.3927,0.0881,0.125455,0.164697,0.199724,0.224412,0.257254,0.298414,0.374933,0.438395,0.451137,0.504403,0.542273,0.55592,0.585771,0.679756,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270502HL950M,PASS,0,,Machine04A_golden,,10/8/2016 18:20,10/8/2016 18:20,7.087,Version 16.8.10.12,LS,CAS140,20363270502HL9502112651134764154081693776743,194.697756,30.458617,-46.583873,22.729851,22.000811,30.458617,-92.809368,29.945,-30.661759,23.290401,20.784122,20.186285,-75.86002,13.867648,-32.357846,0.456865,0.461725,13.867648,-51.36166,1346.832275,981.141907,0.000041,1.589878,1.7238,1.87189,2.265254,3.041357,3.875137,4.38516,5.252526,6.312563,8.786363,11.459389,13.34604,15.687913,17.936317,19.673405,21.164873,22.211637,41.027649,58.456112,78.483856,100,113.161407,135.54425,162.899094,226.736801,295.715698,344.401703,404.835022,462.856293,507.682739,546.170898,573.183228,1346.832275,981.141907,0.000041,1.596618,1.733709,1.882023,2.284402,3.05207,3.915093,4.416411,5.28238,6.343501,8.833714,11.520311,13.40177,15.696844,17.975565,19.73543,21.234655,22.329199,40.781086,58.34861,77.95652,100,112.804756,134.923477,162.026825,225.632294,294.253815,342.310364,400.931549,459.135071,504.085815,542.379333,570.336365,1346.832275,981.141907,0.000041,1.629998,1.763629,1.507915,2.1372,2.858327,3.664932,4.148953,4.973514,5.992905,8.406159,11.045167,12.867796,15.130194,17.328667,19.06027,20.546095,21.467262,41.144424,58.314865,77.99128,100,113.206825,135.70549,163.520233,229.367416,301.37442,351.106018,412.836975,472.82373,520.071655,560.613281,585.747986,1346.832275,981.141907,0.000041,1.693845,1.825313,1.565136,2.216974,2.948664,3.77404,4.244688,5.089946,6.129467,8.531174,11.165214,13.048931,15.361799,17.532347,19.338335,20.736292,21.757362,41.4711,58.742725,78.130188,100,112.470673,134.86731,162.411316,226.048874,295.842529,345.755035,407.038635,464.551208,512.404175,549.445557,576.500671,1346.832275,981.141907,0.000041,1.580854,1.698699,1.48141,2.066543,2.759444,3.550071,4.013239,4.840024,5.815768,8.180517,10.726295,12.589807,14.841187,17.057669,18.765186,20.162022,21.090958,41.729034,58.211308,77.729271,100,113.046738,136.335999,163.821182,230.43248,302.143127,354.635345,418.053253,480.488098,528.586243,567.932861,594.099609,0.051117,0.091172,0.124355,0.150441,0.167265,0.186718,0.221261,0.27106,0.323289,0.33777,0.367976,0.393935,0.410165,0.445177,0.514939,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
